source_id,survey,mjd,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
mkn421,ATLAS,59370.270834,-14.547,0.002,-5509,13,c,0,16926.39,166.11383,38.20883,5296.82,261.6,2.22,2.08,-0.4,-0.565,19.91,21.52,01a59370o0077c
mkn421,ATLAS,59370.275451,-15.324,0.005,-2694,13,c,0,4684.62,166.11383,38.20883,6948.58,10435.36,2.29,2.04,-73.9,-0.364,19.91,21.53,01a59370o0087c
mkn421,ATLAS,59372.283813,-15.378,0.002,-2564,4,o,0,1571.5,166.11383,38.20883,9134.91,2205.4,2.01,1.78,-51.3,-0.458,19.59,20.7,02a59372o0097o
mkn421,ATLAS,59372.287473,-16.529,0.003,-888,2,o,0,2833.11,166.11383,38.20883,9115.61,2163.98,2.15,1.84,-53.6,-0.454,19.56,20.71,02a59372o0105o
mkn421,ATLAS,59372.292991,-15.016,0.0,-3576,2,o,0,2434.15,166.11383,38.20883,9175.08,2242.93,2.09,1.83,-51.1,-0.447,19.54,20.68,02a59372o0117o
mkn421,ATLAS,59372.307221,-15.364,0.002,-2597,4,o,0,658.62,166.11383,38.20883,9197.56,2124.2,2.14,1.81,-51.6,-0.447,19.54,20.71,02a59372o0148o
mkn421,ATLAS,59374.246871,15.729,0.012,1855,23,c,0,109.06,166.11383,38.20883,7004.92,10356.92,2.27,2.02,-74.8,-0.353,19.09,19.76,01a59374o0022c
mkn421,ATLAS,59374.247793,15.442,0.01,2417,25,c,0,60.82,166.11383,38.20883,5347.62,185.17,2.2,2.12,-31.5,-0.386,19.22,20.04,01a59374o0024c
mkn421,ATLAS,59374.250098,15.869,0.011,1630,17,c,0,162.4,166.11383,38.20883,7026.41,10395.93,2.28,2.01,-75.5,-0.34,19.47,20.46,01a59374o0029c
mkn421,ATLAS,59374.251045,16.609,0.019,825,16,c,0,430.91,166.11383,38.20883,5368.39,224.21,2.22,2.1,-11.8,-0.402,19.59,20.7,01a59374o0031c
mkn421,ATLAS,59374.257959,-17.912,0.043,-248,11,c,0,979.66,166.11383,38.20883,6965.55,10317.36,2.27,2.07,-73.9,-0.369,19.87,21.49,01a59374o0046c
mkn421,ATLAS,59374.258419,15.703,0.009,1899,17,c,0,255.27,166.11383,38.20883,5313.86,144.97,2.19,2.09,-16.2,-0.411,19.92,21.53,01a59374o0047c
mkn421,ATLAS,59374.268302,-15.167,0.002,-3112,6,c,0,8196.57,166.11383,38.20883,6950.86,10433.9,2.28,2.08,-73.6,-0.367,19.95,21.73,01a59374o0068c
mkn421,ATLAS,59374.26925,-15.584,0.007,-2120,15,c,0,4905.47,166.11383,38.20883,5300.99,260.69,2.18,2.08,-14.4,-0.409,19.99,21.72,01a59374o0070c
mkn421,ATLAS,59376.257211,-15.326,0.001,-2689,3,o,0,1523.4,166.11383,38.20883,9133.68,2200.38,2.27,1.97,-54.0,-0.431,19.22,20.14,02a59376o0039o
mkn421,ATLAS,59376.261343,-15.18,0.001,-3077,2,o,0,263.48,166.11383,38.20883,9114.11,2159.88,2.41,2.16,-55.9,-0.43,19.31,20.53,02a59376o0048o
mkn421,ATLAS,59376.266883,-15.371,0.001,-2579,2,o,0,1277.17,166.11383,38.20883,9173.66,2239.0,2.37,2.12,-54.2,-0.432,19.39,20.69,02a59376o0060o
mkn421,ATLAS,59376.278392,-15.392,0.001,-2530,3,o,0,640.51,166.11383,38.20883,9195.57,2120.97,2.39,2.09,-54.0,-0.429,19.43,20.73,02a59376o0085o
mkn421,ATLAS,59378.246424,15.83,0.019,1690,33,c,0,63.78,166.11383,38.20883,10195.76,2485.78,2.78,2.11,-83.9,-0.377,18.73,19.28,01a59378o0019c
mkn421,ATLAS,59378.246886,15.805,0.013,1730,23,c,0,263.41,166.11383,38.20883,545.79,2572.58,2.17,1.98,70.4,-0.396,18.96,19.54,01a59378o0020c
mkn421,ATLAS,59378.250108,16.063,0.015,1364,20,c,0,265.49,166.11383,38.20883,567.75,2611.79,2.2,1.96,68.8,-0.41,19.38,20.23,01a59378o0027c
mkn421,ATLAS,59378.25058,15.889,0.014,1602,22,c,0,164.06,166.11383,38.20883,10216.54,2525.63,2.52,2.18,-69.2,-0.374,19.32,20.18,01a59378o0028c
mkn421,ATLAS,59378.257071,-16.696,0.006,-762,4,c,0,5547.52,166.11383,38.20883,511.59,2531.41,2.23,1.99,67.9,-0.411,19.78,21.14,01a59378o0042c
mkn421,ATLAS,59378.257995,16.072,0.012,1352,16,c,0,215.9,166.11383,38.20883,10160.87,2450.29,2.55,2.18,-71.8,-0.399,19.76,21.09,01a59378o0044c
mkn421,ATLAS,59378.273726,-16.59,0.006,-840,5,c,0,4000.69,166.11383,38.20883,498.34,2645.84,2.17,1.98,65.0,-0.404,19.89,21.39,01a59378o0078c
mkn421,ATLAS,59378.274187,16.648,0.019,796,16,c,0,314.73,166.11383,38.20883,10144.02,2569.73,2.59,2.19,-72.7,-0.396,19.83,21.28,01a59378o0079c
mkn421,ATLAS,59388.263236,-15.71,0.012,-1888,23,o,0,107.55,166.11383,38.20883,3185.45,2439.72,1.89,1.86,-55.3,-0.466,18.9,19.14,02a59388o0045o
mkn421,ATLAS,59388.267396,-17.384,0.007,-404,3,o,0,3675.25,166.11383,38.20883,3164.53,2399.07,1.89,1.86,-62.0,-0.473,18.96,19.26,02a59388o0054o
mkn421,ATLAS,59388.274263,-14.474,0.001,-5891,7,o,0,2322.57,166.11383,38.20883,3224.73,2475.35,1.89,1.85,-52.2,-0.462,18.91,19.25,02a59388o0069o
mkn421,ATLAS,59388.288037,-15.44,0.01,-2420,24,o,0,234.96,166.11383,38.20883,3244.57,2356.16,1.98,1.82,-50.0,-0.46,18.79,19.11,02a59388o0099o
mkn421,ATLAS,59510.622554,-15.619,0.009,-2052,19,o,0,30.4,166.11383,38.20883,2741.83,6187.0,2.76,2.64,-39.1,-0.48,18.71,19.51,01a59510o0944o
mkn421,ATLAS,59510.626825,-14.715,0.001,-4721,4,o,0,220.01,166.11383,38.20883,2725.27,6148.91,2.75,2.57,-40.3,-0.487,18.77,19.53,01a59510o0953o
mkn421,ATLAS,59510.632184,-15.942,0.016,-1524,25,o,0,13.92,166.11383,38.20883,2784.68,6223.78,2.78,2.75,48.0,-0.452,18.69,19.5,01a59510o0964o
mkn421,ATLAS,59526.595001,-14.987,0.0,-3673,2,o,0,222.92,166.11383,38.20883,5200.87,4292.51,2.9,2.88,59.9,-0.449,19.13,20.5,01a59526o0896o
mkn421,ATLAS,59526.600539,-14.492,0.0,-5800,2,o,0,56.97,166.11383,38.20883,5182.28,4252.8,2.85,2.82,58.8,-0.454,19.16,20.54,01a59526o0908o
mkn421,ATLAS,59526.604705,-15.207,0.001,-2999,2,o,0,585.41,166.11383,38.20883,5242.62,4328.28,2.84,2.8,86.0,-0.457,19.2,20.55,01a59526o0917o
mkn421,ATLAS,59526.623191,-14.838,0.001,-4215,2,o,0,222.74,166.11383,38.20883,5264.32,4211.68,2.86,2.84,-79.7,-0.456,19.17,20.6,01a59526o0957o
mkn421,ATLAS,59528.601556,-16.534,0.002,-884,2,c,0,310.64,166.11383,38.20883,3406.58,6389.11,2.57,2.35,39.5,-0.379,19.56,21.25,02a59528o0901c
mkn421,ATLAS,59528.605706,-16.565,0.002,-859,2,c,0,204.18,166.11383,38.20883,3425.33,6428.23,2.59,2.34,41.1,-0.379,19.53,21.27,02a59528o0910c
mkn421,ATLAS,59528.611667,-16.733,0.005,-736,3,c,0,676.19,166.11383,38.20883,3366.36,6349.79,2.58,2.36,41.0,-0.382,19.58,21.3,02a59528o0923c
mkn421,ATLAS,59528.630264,-15.984,0.002,-1468,2,c,0,735.17,166.11383,38.20883,3345.96,6463.74,2.55,2.34,38.0,-0.387,19.59,21.34,02a59528o0963c
mkn421,ATLAS,59534.580489,-16.48,0.046,-929,43,o,0,2.24,166.11383,38.20883,5128.72,2353.61,4.01,3.96,53.9,-0.362,17.99,19.09,01a59534o0866o
mkn421,ATLAS,59534.584207,-16.656,0.032,-790,25,o,0,35.78,166.11383,38.20883,5110.21,2314.47,3.94,3.9,63.7,-0.323,18.27,19.56,01a59534o0874o
mkn421,ATLAS,59534.59115,-16.48,0.02,-929,18,o,0,46.68,166.11383,38.20883,5170.98,2390.8,3.18,3.1,57.0,-0.415,18.72,19.85,01a59534o0889o
mkn421,ATLAS,59534.604973,-18.274,0.114,-178,20,o,0,7.8,166.11383,38.20883,5192.91,2276.94,3.07,3.03,63.7,-0.426,18.82,20.15,01a59534o0919o
mkn421,ATLAS,59535.580798,-16.365,0.377,-1033,389,o,0,3.1,166.11383,38.20883,2499.59,2501.13,2.11,1.85,34.8,-0.458,16.16,16.0,02a59535o0861o
mkn421,ATLAS,59535.584489,-16.413,0.147,-988,146,o,0,9.57,166.11383,38.20883,2518.61,2540.18,2.19,1.89,34.1,-0.452,16.98,17.08,02a59535o0869o
mkn421,ATLAS,59535.591853,-14.903,0.079,-3970,314,o,0,6.18,166.11383,38.20883,2460.15,2460.2,2.19,1.89,37.4,-0.447,15.81,15.79,02a59535o0885o
mkn421,ATLAS,59535.604234,-16.564,0.106,-859,91,o,0,18.93,166.11383,38.20883,2439.97,2575.91,2.17,1.88,37.8,-0.44,17.33,17.51,02a59535o0912o
mkn421,ATLAS,59536.575238,-14.427,0.001,-6156,4,o,0,1250.49,166.11383,38.20883,2494.82,2501.11,2.16,1.9,40.6,-0.441,18.72,19.13,02a59536o0862o
mkn421,ATLAS,59536.579437,-14.648,0.001,-5020,7,o,0,801.18,166.11383,38.20883,2513.14,2540.34,2.27,1.85,42.0,-0.437,18.75,19.17,02a59536o0871o
mkn421,ATLAS,59536.586783,-15.794,0.013,-1748,23,o,0,280.54,166.11383,38.20883,2455.38,2460.76,2.19,1.88,41.2,-0.445,18.76,19.22,02a59536o0887o
mkn421,ATLAS,59536.59782,-14.747,0.002,-4582,7,o,0,1623.76,166.11383,38.20883,2435.72,2576.39,2.16,1.87,39.9,-0.447,18.84,19.29,02a59536o0911o
mkn421,ATLAS,59538.622972,-15.268,0.002,-2838,5,o,0,157.8,166.11383,38.20883,7111.25,2227.34,2.77,2.68,-65.7,-0.489,18.75,19.52,01a59538o0746o
mkn421,ATLAS,59538.638896,-15.838,0.01,-1678,17,o,0,40.44,166.11383,38.20883,7088.37,2184.91,2.77,2.65,-65.6,-0.492,18.75,19.58,01a59538o0780o
mkn421,ATLAS,59538.647349,-16.126,0.016,-1287,20,o,0,30.4,166.11383,38.20883,7152.1,2258.76,2.72,2.67,-71.0,-0.49,18.72,19.46,01a59538o0797o
mkn421,ATLAS,59538.652507,-16.402,0.029,-998,29,o,0,31.1,166.11383,38.20883,7168.41,2140.68,2.75,2.66,-68.9,-0.497,18.53,19.04,01a59538o0807o
mkn421,ATLAS,59540.625301,17.105,0.043,522,22,o,0,40.68,166.11383,38.20883,7315.37,6199.99,2.75,2.51,46.8,-0.407,18.86,19.64,02a59540o0973o
mkn421,ATLAS,59540.636058,-14.724,0.004,-4680,17,o,0,2008.0,166.11383,38.20883,7337.69,6237.5,2.46,2.11,45.0,-0.428,19.04,19.67,02a59540o0995o
mkn421,ATLAS,59540.646111,-17.77,0.055,-283,16,o,0,139.89,166.11383,38.20883,7280.14,6166.12,2.66,2.37,43.2,-0.426,18.9,19.67,02a59540o1016o
mkn421,ATLAS,59540.64979,16.356,0.03,1042,31,o,0,13.01,166.11383,38.20883,7261.6,6282.79,3.04,2.9,44.3,-0.437,18.47,19.38,02a59540o1024o
mkn421,ATLAS,59542.584183,19.658,0.467,50,23,o,0,33.78,166.11383,38.20883,7113.63,2235.57,2.95,2.9,-51.7,-0.465,18.72,19.6,01a59542o0816o
mkn421,ATLAS,59542.589564,18.416,0.168,156,26,o,0,27.65,166.11383,38.20883,7095.01,2195.5,2.82,2.79,-47.8,-0.473,18.76,19.64,01a59542o0827o
mkn421,ATLAS,59542.596522,17.852,0.092,263,24,o,0,19.54,166.11383,38.20883,7155.88,2271.62,2.97,2.93,-56.6,-0.468,18.7,19.67,01a59542o0842o
mkn421,ATLAS,59542.600673,-18.342,0.123,-167,20,o,0,48.15,166.11383,38.20883,7175.93,2153.38,2.99,2.9,-45.5,-0.473,18.75,19.67,01a59542o0851o
mkn421,ATLAS,59544.5658,-14.963,0.001,-3756,4,o,0,676.74,166.11383,38.20883,7308.76,6201.0,2.49,1.99,41.2,-0.433,18.9,19.48,02a59544o0842o
mkn421,ATLAS,59544.574092,-15.064,0.001,-3424,4,o,0,540.58,166.11383,38.20883,7327.0,6239.04,2.49,2.03,40.4,-0.423,18.95,19.52,02a59544o0860o
mkn421,ATLAS,59544.578688,-15.525,0.002,-2239,3,o,0,284.76,166.11383,38.20883,7267.83,6162.14,2.47,2.03,41.2,-0.427,18.94,19.53,02a59544o0870o
mkn421,ATLAS,59544.59028,-20.339,0.931,-27,25,o,0,104.17,166.11383,38.20883,7247.36,6278.61,2.6,2.02,40.7,-0.418,18.93,19.56,02a59544o0895o
mkn421,ATLAS,59546.634217,20.294,0.632,28,18,o,0,28.87,166.11383,38.20883,8691.87,6289.78,3.04,2.98,83.4,-0.434,19.02,20.17,01a59546o0988o
mkn421,ATLAS,59546.6402,17.103,0.037,523,20,o,0,17.43,166.11383,38.20883,8672.65,6248.78,2.98,2.93,-84.0,-0.442,19.05,20.25,01a59546o1000o
mkn421,ATLAS,59546.644464,-16.824,0.022,-677,15,o,0,119.31,166.11383,38.20883,8731.1,6325.43,2.97,2.87,-85.9,-0.449,19.11,20.24,01a59546o1009o
mkn421,ATLAS,59546.650118,17.052,0.042,549,23,o,0,29.54,166.11383,38.20883,8749.23,6206.34,2.97,2.86,83.4,-0.45,19.02,20.13,01a59546o1021o
mkn421,ATLAS,59550.615507,-15.955,0.002,-1507,3,o,0,183.88,166.11383,38.20883,8708.6,6298.01,2.86,2.79,-88.2,-0.447,19.42,21.03,01a59550o0636o
mkn421,ATLAS,59550.618728,-16.322,0.003,-1074,3,o,0,89.33,166.11383,38.20883,8690.15,6258.66,2.91,2.81,88.3,-0.443,19.41,21.03,01a59550o0643o
mkn421,ATLAS,59550.639108,-15.571,0.001,-2145,3,o,0,311.41,166.11383,38.20883,8756.69,6329.95,2.81,2.68,-80.6,-0.464,19.49,21.13,01a59550o0686o
mkn421,ATLAS,59550.651902,-15.665,0.002,-1969,5,o,0,187.45,166.11383,38.20883,8779.8,6210.66,2.86,2.73,-83.1,-0.452,19.34,20.76,01a59550o0713o
mkn421,ATLAS,59558.593844,15.817,0.017,1711,30,o,0,9.34,166.11383,38.20883,7681.94,460.94,3.34,3.19,-62.8,-0.442,18.67,20.24,01a59558o0890o
mkn421,ATLAS,59558.600384,16.121,0.024,1292,30,o,0,30.13,166.11383,38.20883,7664.28,419.8,3.09,2.98,-66.5,-0.467,18.73,20.23,01a59558o0904o
mkn421,ATLAS,59558.604134,15.727,0.019,1859,36,o,0,29.05,166.11383,38.20883,7727.26,498.4,2.98,2.87,-66.3,-0.486,18.58,20.02,01a59558o0912o
mkn421,ATLAS,59558.614359,16.178,0.037,1226,45,o,0,20.0,166.11383,38.20883,7748.41,378.14,2.91,2.81,-65.8,-0.499,18.35,19.78,01a59558o0934o
mkn421,ATLAS,59562.612918,15.877,0.011,1619,18,o,0,139.65,166.11383,38.20883,9134.39,4061.34,2.84,2.82,-63.8,-0.454,19.37,20.85,01a59562o0937o
mkn421,ATLAS,59562.61614,15.645,0.011,2005,21,o,0,72.03,166.11383,38.20883,9114.22,4020.57,3.02,2.83,-67.7,-0.46,19.32,20.86,01a59562o0944o
mkn421,ATLAS,59562.622726,16.128,0.015,1285,19,o,0,56.85,166.11383,38.20883,9175.1,4099.07,2.92,2.72,-65.2,-0.477,19.37,20.89,01a59562o0958o
mkn421,ATLAS,59562.645667,15.732,0.012,1850,21,o,0,34.06,166.11383,38.20883,9202.47,3978.17,2.93,2.78,-61.3,-0.464,19.39,20.92,01a59562o1006o
mkn421,ATLAS,59564.586687,-15.471,0.002,-2352,5,o,0,1493.79,166.11383,38.20883,9787.26,4312.89,2.11,2.05,-44.3,-0.448,19.24,20.05,02a59564o0761o
mkn421,ATLAS,59564.589443,16.115,0.021,1300,27,o,0,216.89,166.11383,38.20883,9807.16,4351.29,2.17,2.01,-55.2,-0.459,19.23,20.06,02a59564o0767o
mkn421,ATLAS,59564.594487,-15.555,0.002,-2178,5,o,0,1620.63,166.11383,38.20883,9750.32,4275.86,2.23,2.08,36.9,-0.431,19.21,20.09,02a59564o0778o
mkn421,ATLAS,59564.60478,-15.251,0.002,-2880,6,o,0,2331.22,166.11383,38.20883,9729.32,4394.73,2.1,2.06,-47.6,-0.451,19.31,20.26,02a59564o0800o
mkn421,ATLAS,59565.522931,16.138,0.022,1273,27,o,0,13.98,166.11383,38.20883,9097.72,4090.19,2.82,2.57,-62.5,-0.505,18.8,19.58,01a59565o0669o
mkn421,ATLAS,59565.536677,17.014,0.041,568,23,o,0,60.68,166.11383,38.20883,9086.42,4048.83,2.82,2.61,-65.0,-0.492,18.81,19.66,01a59565o0698o
mkn421,ATLAS,59565.538523,16.327,0.023,1070,24,o,0,36.31,166.11383,38.20883,9145.06,4124.15,2.77,2.53,-63.6,-0.508,18.87,19.67,01a59565o0702o
mkn421,ATLAS,59565.548696,16.418,0.025,984,24,o,0,61.49,166.11383,38.20883,9169.16,4007.47,2.8,2.57,-65.0,-0.5,18.89,19.7,01a59565o0724o
mkn421,ATLAS,59566.519534,16.171,0.026,1235,32,o,0,29.32,166.11383,38.20883,9106.3,4085.65,2.75,2.49,-62.9,-0.518,18.63,19.2,01a59566o0405o
mkn421,ATLAS,59566.521375,15.697,0.018,1911,35,o,0,25.06,166.11383,38.20883,9087.49,4047.35,2.72,2.48,-64.4,-0.515,18.64,19.22,01a59566o0409o
mkn421,ATLAS,59566.529249,16.489,0.035,922,32,o,0,30.11,166.11383,38.20883,9151.66,4124.94,2.67,2.45,-65.3,-0.518,18.67,19.27,01a59566o0426o
mkn421,ATLAS,59566.535254,16.207,0.024,1194,29,o,0,39.44,166.11383,38.20883,9171.63,4003.73,2.7,2.49,-62.6,-0.511,18.68,19.3,01a59566o0439o
mkn421,ATLAS,59566.664043,15.868,0.015,1633,25,o,0,31.62,166.11383,38.20883,9173.71,4030.19,2.78,2.47,-62.1,-0.519,18.81,19.49,01a59566o0716o
mkn421,ATLAS,59573.423497,15.501,0.018,2288,41,o,0,10.73,166.11383,38.20883,5195.99,10417.76,3.3,2.81,-36.5,-0.504,18.3,19.09,01a59573o0506o
mkn421,ATLAS,59573.427686,15.144,0.012,3179,38,o,0,17.56,166.11383,38.20883,5178.22,10378.24,3.16,2.91,-34.2,-0.48,18.38,19.12,01a59573o0515o
mkn421,ATLAS,59573.463242,15.07,0.01,3405,35,o,0,16.99,166.11383,38.20883,5253.05,10446.89,3.19,2.85,-36.9,-0.495,18.55,19.38,01a59573o0588o
mkn421,ATLAS,59573.491907,15.103,0.01,3303,34,o,0,22.72,166.11383,38.20883,5286.57,10323.15,3.12,2.76,-37.4,-0.484,18.65,19.52,01a59573o0645o
mkn421,ATLAS,59574.566556,15.068,0.008,3411,26,o,0,48.67,166.11383,38.20883,5282.93,10389.16,2.97,2.78,-39.8,-0.485,19.11,20.26,01a59574o0822o
mkn421,ATLAS,59574.567018,15.202,0.008,3014,25,o,0,72.12,166.11383,38.20883,3548.77,219.47,3.28,3.07,-39.5,-0.431,19.03,20.33,01a59574o0823o
mkn421,ATLAS,59574.569785,15.335,0.01,2667,26,o,0,45.96,166.11383,38.20883,5265.12,10347.07,3.02,2.84,-49.9,-0.472,19.11,20.26,01a59574o0829o
mkn421,ATLAS,59574.576244,15.088,0.008,3348,26,o,0,77.41,166.11383,38.20883,5326.72,10425.49,2.91,2.72,-39.7,-0.489,19.13,20.27,01a59574o0843o
mkn421,ATLAS,59574.577166,15.358,0.009,2611,25,o,0,114.79,166.11383,38.20883,3530.59,176.07,3.04,2.86,-39.0,-0.446,19.14,20.35,01a59574o0845o
mkn421,ATLAS,59574.580393,15.185,0.009,3063,26,o,0,81.77,166.11383,38.20883,3593.52,251.76,2.99,2.84,-43.6,-0.448,19.13,20.35,01a59574o0852o
mkn421,ATLAS,59574.589186,15.064,0.008,3424,26,o,0,61.86,166.11383,38.20883,3615.14,132.66,3.14,2.86,-36.3,-0.437,19.13,20.35,01a59574o0869o
mkn421,ATLAS,59574.590574,15.177,0.009,3084,27,o,0,61.05,166.11383,38.20883,5350.57,10302.3,2.9,2.87,-38.5,-0.464,19.13,20.29,01a59574o0872o
mkn421,ATLAS,59588.557249,13.641,0.003,12694,39,c,0,163.2,166.11383,38.20883,7410.87,8137.22,2.82,2.5,42.8,-0.403,19.66,21.83,02a59588o0797c
mkn421,ATLAS,59588.559534,13.711,0.003,11906,37,c,0,629.06,166.11383,38.20883,7431.61,8175.98,2.82,2.5,43.2,-0.401,19.63,21.83,02a59588o0802c
mkn421,ATLAS,59588.562278,13.643,0.003,12671,38,c,0,255.39,166.11383,38.20883,7371.06,8098.73,2.87,2.49,43.8,-0.4,19.63,21.83,02a59588o0808c
mkn421,ATLAS,59588.567313,13.653,0.003,12552,39,c,0,198.2,166.11383,38.20883,7351.48,8214.85,2.91,2.51,41.8,-0.403,19.61,21.84,02a59588o0819c
mkn421,ATLAS,59590.503145,13.748,0.003,11503,38,o,0,78.81,166.11383,38.20883,1314.24,4576.77,3.06,2.8,-46.6,-0.481,19.41,21.25,01a59590o0655o
mkn421,ATLAS,59590.506373,13.771,0.003,11263,37,o,0,98.1,166.11383,38.20883,1295.21,4538.37,3.04,2.82,-45.5,-0.481,19.41,21.29,01a59590o0662o
mkn421,ATLAS,59590.509139,13.777,0.003,11195,36,o,0,105.86,166.11383,38.20883,1356.18,4612.31,3.04,2.77,-48.0,-0.48,19.48,21.32,01a59590o0668o
mkn421,ATLAS,59590.519449,13.79,0.003,11071,36,o,0,170.44,166.11383,38.20883,1378.64,4498.12,2.95,2.75,-44.6,-0.485,19.48,21.35,01a59590o0689o
mkn421,ATLAS,59592.489414,14.188,0.009,7667,72,o,0,20.61,166.11383,38.20883,7396.81,8133.44,2.42,2.16,41.2,-0.43,18.22,18.94,02a59592o0570o
mkn421,ATLAS,59592.495412,14.189,0.005,7662,37,o,0,203.01,166.11383,38.20883,7419.32,8173.92,2.41,2.15,40.9,-0.435,19.05,19.85,02a59592o0583o
mkn421,ATLAS,59592.50486,14.285,0.005,7014,34,o,0,268.93,166.11383,38.20883,7358.77,8097.28,2.4,2.1,43.0,-0.429,19.18,20.02,02a59592o0603o
mkn421,ATLAS,59592.508065,14.196,0.005,7616,36,o,0,109.32,166.11383,38.20883,7341.14,8215.12,2.45,2.12,42.8,-0.434,19.14,20.03,02a59592o0610o
mkn421,ATLAS,59593.509823,14.211,0.101,7512,756,o,0,0.04,166.11383,38.20883,6774.18,6384.19,2.93,2.84,-78.2,-0.461,18.98,20.04,01a59593o0672o
mkn421,ATLAS,59593.516451,14.106,0.022,8272,184,o,0,9.58,166.11383,38.20883,6756.67,6341.92,2.79,2.72,-73.8,-0.467,19.09,20.06,01a59593o0686o
mkn421,ATLAS,59593.542373,14.337,0.005,6685,33,o,0,58.07,166.11383,38.20883,6826.66,6416.16,2.99,2.96,-81.2,-0.45,19.03,20.18,01a59593o0737o
mkn421,ATLAS,59593.545609,14.296,0.005,6945,34,o,0,45.66,166.11383,38.20883,6844.73,6297.11,3.07,2.97,-72.2,-0.443,19.05,20.22,01a59593o0744o
mkn421,ATLAS,59594.586931,14.495,0.006,5780,33,o,0,46.76,166.11383,38.20883,3743.13,4215.59,2.85,2.81,-23.5,-0.465,18.94,20.02,01a59594o0820o
mkn421,ATLAS,59594.614984,14.471,0.009,5909,56,o,0,6.85,166.11383,38.20883,3777.91,4257.37,2.98,2.88,-44.7,-0.461,18.07,18.99,01a59594o0880o
mkn421,ATLAS,59594.643119,14.567,0.005,5412,29,o,0,64.62,166.11383,38.20883,3731.28,4185.05,2.79,2.76,-81.9,-0.464,19.35,20.88,01a59594o0940o
mkn421,ATLAS,59594.647439,14.586,0.005,5314,28,o,0,164.55,166.11383,38.20883,3715.49,4301.71,2.88,2.84,-38.0,-0.454,19.39,21.06,01a59594o0949o
mkn421,ATLAS,59596.270563,15.087,0.024,3351,82,o,0,3.77,166.11383,38.20883,377.2,6295.55,3.21,2.99,32.7,-0.274,17.31,17.61,04a59596o0398o
mkn421,ATLAS,59596.275288,14.948,0.022,3807,84,o,0,4.84,166.11383,38.20883,392.32,6259.07,3.36,3.03,30.4,-0.246,17.28,17.63,04a59596o0408o
mkn421,ATLAS,59596.284047,15.083,0.022,3362,73,o,0,3.38,166.11383,38.20883,519.79,6336.77,3.31,2.86,4.8,-0.281,17.33,17.71,04a59596o0427o
mkn421,ATLAS,59596.294706,14.982,0.019,3691,69,o,0,7.09,166.11383,38.20883,629.92,6223.66,3.37,2.86,12.3,-0.255,17.4,17.79,04a59596o0450o
mkn421,ATLAS,59596.295161,15.053,0.022,3458,76,o,0,6.21,166.11383,38.20883,10230.14,6290.76,3.54,2.49,-3.8,-0.328,17.48,17.84,04a59596o0451o
mkn421,ATLAS,59596.299793,14.982,0.021,3690,79,o,0,13.27,166.11383,38.20883,10247.82,6256.54,3.53,2.44,-3.2,-0.297,17.44,17.86,04a59596o0461o
mkn421,ATLAS,59596.304878,15.134,0.024,3209,77,o,0,7.35,166.11383,38.20883,10349.45,6341.27,3.84,2.52,-2.7,-0.315,17.48,17.88,04a59596o0472o
mkn421,ATLAS,59596.315041,15.539,0.037,2209,83,o,0,7.04,166.11383,38.20883,10456.44,6236.28,3.88,2.57,-3.5,-0.362,17.48,17.91,04a59596o0494o
mkn421,ATLAS,59597.43074,14.757,0.017,4541,75,o,0,6.15,166.11383,38.20883,6746.15,6398.24,2.91,2.88,-67.0,-0.476,18.18,18.59,01a59597o0502o
mkn421,ATLAS,59597.439042,15.115,0.017,3265,57,o,0,5.82,166.11383,38.20883,6729.66,6358.8,2.82,2.77,-84.9,-0.485,18.24,18.63,01a59597o0520o
mkn421,ATLAS,59597.455676,15.07,0.018,3404,62,o,0,6.43,166.11383,38.20883,6796.46,6432.8,2.96,2.9,71.1,-0.465,18.22,18.69,01a59597o0556o
mkn421,ATLAS,59597.462784,14.918,0.014,3915,53,o,0,11.49,166.11383,38.20883,6818.71,6315.28,2.89,2.85,56.7,-0.476,18.27,18.71,01a59597o0570o
mkn421,ATLAS,59602.519457,16.138,0.017,1273,21,o,0,80.29,166.11383,38.20883,1185.65,2630.03,2.8,2.72,-78.2,-0.5,19.03,20.2,01a59602o0705o
mkn421,ATLAS,59602.524111,15.483,0.011,2327,26,o,0,54.72,166.11383,38.20883,1167.3,2592.5,2.88,2.75,-42.7,-0.505,19.06,20.19,01a59602o0715o
mkn421,ATLAS,59602.545557,16.077,0.017,1346,23,o,0,40.77,166.11383,38.20883,9340.27,7875.3,3.15,2.91,33.1,-0.415,19.1,20.26,01a59602o0761o
mkn421,ATLAS,59602.574048,16.584,0.024,844,20,o,0,52.84,166.11383,38.20883,9340.15,7991.23,3.11,2.86,38.0,-0.417,19.1,20.26,01a59602o0821o
mkn421,ATLAS,59604.513476,-15.446,0.002,-2408,4,o,0,1547.23,166.11383,38.20883,4434.09,2428.32,2.24,2.06,44.7,-0.427,19.46,20.66,02a59604o0670o
mkn421,ATLAS,59604.516697,-14.845,0.001,-4189,3,o,0,5094.43,166.11383,38.20883,4453.96,2465.93,2.27,2.05,40.4,-0.43,19.44,20.67,02a59604o0677o
mkn421,ATLAS,59604.51944,-15.162,0.001,-3128,3,o,0,2685.71,166.11383,38.20883,4395.82,2389.68,2.28,2.0,41.4,-0.435,19.41,20.68,02a59604o0683o
